Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location,Highlighted at,Document tags
"The Princeton economist and wine lover Orley Ashenfelter has offered a compelling demonstration of the power of simple statistics to outdo world-renowned experts. Ashenfelter wanted to predict the future value of fine Bordeaux wines from information available in the year they are made. The question is important because fine wines take years to reach their peak quality, and the prices of mature wines from the same vineyard vary dramatically across different vintages; bottles filled only twelve months apart can differ in value by a factor of 10 or more. An ability to forecast future prices is of substantial value, because investors buy wine, like art, in the anticipation that its value will appreciate. It is generally agreed that the effect of vintage can be due only to variations in the weather during the grape-growing season. The best wines are produced when the summer is warm and dry, which makes the Bordeaux wine industry a likely beneficiary of global warming. The industry is also helped by wet springs, which increase quantity without much effect on quality. Ashenfelter converted that conventional knowledge into a statistical formula that predicts the price of a wine—for a particular property and at a particular age—by three features of the weather: the average temperature over the summer growing season, the amount of rain at harvest-time, and the total rainfall during the previous winter. His formula provides accurate price forecasts years and even decades into the future. Indeed, his formula forecasts future prices much more accurately than the current prices of young wines do. This new example of a “Meehl pattern” challenges the abilities of the experts whose opinions help shape the early price. It also challenges economic theory, according to which prices should reflect all the available information, including the weather. Ashenfelter’s formula is extremely accurate—the correlation between his predictions and actual prices is above .90. Why are experts inferior to algorithms? One reason, which Meehl suspected, is that experts try to be clever, think outside the box, and consider complex combinations of features in making their predictions. Complexity may work in the odd case, but more often than not it reduces validity. Simple combinations of features are better. Several studies have shown that human decision makers are inferior to a prediction formula even when they are given the score suggested by the formula! They feel that they can overrule the formula because they have additional information about the case, but they are wrong more often than not.","Thinking, Fast and Slow",Daniel Kahneman,B00555X8OA,,yellow,,location,4056,2018-10-30 04:56:00+00:00,
Culture is to recruiting as service is to customers.”,The Storyteller's Secret: How TED Speakers and Inspirational Leaders Turn Their Passion into Performance,Carmine Gallo,B013EW9CX6,,yellow,,location,692,2018-08-04 04:56:00+00:00,
"You cannot inspire unless you’re inspired yourself. The secret to mastering the art of storytelling is to first dig deep and identify your true passion, your calling. If you don’t buy into your story, nobody else will.",The Storyteller's Secret: How TED Speakers and Inspirational Leaders Turn Their Passion into Performance,Carmine Gallo,B013EW9CX6,,yellow,,location,815,2018-08-04 04:56:00+00:00,
"“Only then did I see the true power of sport . . . To create new dreams and smiles. To give hope. To bring people together,”",The Storyteller's Secret: How TED Speakers and Inspirational Leaders Turn Their Passion into Performance,Carmine Gallo,B013EW9CX6,,yellow,,location,1549,2018-08-04 04:56:00+00:00,
"She said the mystery of life isn’t a problem to solve, but a reality to experience.",Dune,Frank Herbert,B00B7NPRY8,,yellow,,location,671,2018-07-05 04:56:00+00:00,
"“I guess I’m not in the mood for it today,” Paul said. “Mood?” Halleck’s voice betrayed his outrage even through the shield’s filtering. “What has mood to do with it? You fight when the necessity arises—no matter the mood! Mood’s a thing for cattle or making love or playing the baliset. It’s not for fighting.”",Dune,Frank Herbert,B00B7NPRY8,,yellow,,location,736,2018-07-05 04:56:00+00:00,
"Command must always look confident, he thought. All that faith riding on your shoulders while you sit in the critical seat and never show it.",Dune,Frank Herbert,B00B7NPRY8,,yellow,,location,1670,2018-07-05 04:56:00+00:00,
"Greatness is a transitory experience. It is never consistent. It depends in part upon the myth-making imagination of humankind. The person who experiences greatness must have a feeling for the myth he is in. He must reflect what is projected upon him. And he must have a strong sense of the sardonic. This is what uncouples him from belief in his own pretensions. The sardonic is all that permits him to move within himself. Without this quality, even occasional greatness will destroy a man.",Dune,Frank Herbert,B00B7NPRY8,,yellow,,location,2553,2018-07-05 04:56:00+00:00,
"“that polish comes from the cities, wisdom from the desert.”",Dune,Frank Herbert,B00B7NPRY8,,yellow,,location,2929,2018-07-05 04:56:00+00:00,
"My father once told me that respect for the truth comes close to being the basis for all morality. “Something cannot emerge from nothing,” he said. This is profound thinking if you understand how unstable “the truth” can be.",Dune,Frank Herbert,B00B7NPRY8,,yellow,,location,4106,2018-07-05 04:56:00+00:00,
“Survival is the ability to swim in strange water.”,Dune,Frank Herbert,B00B7NPRY8,,yellow,,location,6140,2018-07-05 04:56:00+00:00,
"Paul and I, we must find the currents and patterns in these strange waters…if we’re to survive.",Dune,Frank Herbert,B00B7NPRY8,,yellow,,location,6140,2018-07-05 04:56:00+00:00,
Deep in the human unconscious is a pervasive need for a logical universe that makes sense. But the real universe is always one step beyond logic.,Dune,Frank Herbert,B00B7NPRY8,,yellow,,location,7311,2018-07-05 04:56:00+00:00,
"There is in all things a pattern that is part of our universe. It has symmetry, elegance, and grace—those qualities you find always in that which the true artist captures. You can find it in the turning of the seasons, in the way sand trails along a ridge, in the branch clusters of the creosote bush or the pattern of its leaves. We try to copy these patterns in our lives and our society, seeking the rhythms, the dances, the forms that comfort. Yet, it is possible to see peril in the finding of ultimate perfection. It is clear that the ultimate pattern contains its own fixity. In such perfection, all things move toward death.",Dune,Frank Herbert,B00B7NPRY8,,yellow,,location,7453,2018-07-05 04:56:00+00:00,
‘Life shrinks or expands in proportion to one’s courage.’,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,B01HSMRWNU,,yellow,,location,7939,2017-09-29 04:56:00+00:00,
"In 2012 about 56 million people died throughout the world; 620,000 of them died due to human violence (war killed 120,000 people, and crime killed another 500,000). In contrast, 800,000 committed suicide, and 1.5 million died of diabetes.23 Sugar is now more dangerous than gunpowder. Even more",Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,326,2017-06-24 04:56:00+00:00,
"As technology enables us to upgrade humans, overcome old age and find the key to happiness, won’t people care less about fictional gods, nations and corporations, and focus instead on deciphering the physical and biological reality?",Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,2821,2017-06-24 04:56:00+00:00,
"The assertion that religion is a tool for preserving social order and for organising large-scale cooperation may vex those for whom it represents first and foremost a spiritual path. However, just as the gap between religion and science is narrower than we commonly think, so the gap between religion and spirituality is much wider. Religion is a deal, whereas spirituality is a journey.",Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,2894,2017-06-24 04:56:00+00:00,
"According to this story, on 30 March 315 the Roman emperor Constantine signed an official decree granting Pope Sylvester I and his heirs perpetual control of the western part of the Roman Empire. The popes kept this precious document in their archive and used it as a powerful propaganda tool whenever they faced opposition from ambitious princes, quarrelsome cities or rebellious peasants.",Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,3001,2017-06-24 04:56:00+00:00,
"Religion is interested above all in order. It aims to create and maintain the social structure. Science is interested above all in power. Through research it aims to acquire the power to cure diseases, fight wars and produce food. As individuals, scientists and priests may give immense importance to the truth; but as collective institutions, science and religion prefer order and power over truth. They therefore make good bedfellows. The uncompromising quest for truth is a spiritual journey, which can seldom remain within the confines of either religious or scientific establishments.",Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,3120,2017-06-24 04:56:00+00:00,
Yet in fact modernity is a surprisingly simple deal. The entire contract can be summarised in a single phrase: humans agree to give up meaning in exchange for power.,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,3136,2017-06-24 04:56:00+00:00,
Humanism split into three main branches.,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,Description of three humanist  branches,yellow,,location,3852,2017-06-24 04:56:00+00:00,
But the million-dollar question is not whether parrots and humans can act upon their inner desires – the question is whether they can choose their desires in the first place.,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,4382,2017-06-24 04:56:00+00:00,
"Again and again my own private CIA does things without the approval or knowledge of my State Department, and then my State Department cooks up a story that presents me in the best possible light. Often enough the State Department itself becomes convinced of the pure fantasies it has invented.14",Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,4545,2017-06-24 04:56:00+00:00,
"Every time the narrating self evaluates our experiences, it discounts their duration and adopts the ‘peak-end rule’ – it remembers only the peak moment and the end moment, and assesses the whole experience according to their average.",Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,4577,2017-06-24 04:56:00+00:00,
The narrating self doesn’t aggregate experiences – it averages them.,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,4592,2017-06-24 04:56:00+00:00,
"One option is that nothing much happens. Don Quixote will not be bothered at all by killing a real man. His delusions are so overpowering that he will not be able to recognise the difference between committing actual murder and his duelling with imaginary windmill giants. Another option is that once he takes a person’s life, Don Quixote will be so horrified that he will be shaken out of his delusions. This is akin to a young recruit who goes to war believing that it is good to die for one’s country, only to end up completely disillusioned by the realities of warfare. But there is a third option, much more complex and profound. As long as he fought imaginary giants, Don Quixote was just playacting. However, once he actually kills someone, he will cling to his fantasies for all he is worth, because only they will give meaning to his tragic misdeed. Paradoxically, the more sacrifices we make for an imaginary story, the more tenaciously we hold on to it, because we desperately want to give meaning to these sacrifices and to the suffering we have caused.",Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,4644,2017-06-24 04:56:00+00:00,
"Yet you cannot blame only the politicians. The masses also kept supporting the war. And when after the war Italy did not get all the territories it demanded, Italian democracy placed at its head Benito Mussolini and his fascists, who promised they would obtain proper compensation for all the sacrifices the Italians had made. While it’s difficult for a politician to tell parents that their son died for no good reason, it is far more painful for parents to say this to themselves – and it is even harder for the victims. A crippled soldier who lost his legs would rather tell himself, ‘I sacrificed myself for the glory of the eternal Italian nation!’ than ‘I lost my legs because I was stupid enough to believe self-serving politicians.’ It is much easier to live with the fantasy, because the fantasy gives meaning to the suffering.",Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,4673,2017-06-24 04:56:00+00:00,
"We see then that the self too is an imaginary story, just like nations, gods and money. Each of us has a sophisticated system that throws away most of our experiences, keeps only a few choice samples, mixes them up with bits from movies we’ve seen, novels we’ve read, speeches we’ve heard, and daydreams we’ve savoured, and out of all that jumble it weaves a seemingly coherent story about who I am, where I came from and where I am going. This story tells me what to love, whom to hate and what to do with myself. This story may even cause me to sacrifice my life, if that’s what the plot requires. We all have our genre. Some people live a tragedy, others inhabit a never-ending religious drama, some approach life as if it were an action film, and not a few act as if in a comedy. But in the end, they are all just stories.",Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,4702,2017-06-24 04:56:00+00:00,
"This is not an entirely new question. Ever since the Industrial Revolution erupted, people feared that mechanisation might cause mass unemployment. This never happened, because as old professions became obsolete, new professions evolved, and there was always something humans could do better than machines. Yet this is not a law of nature, and nothing guarantees it will continue to be like that in the future. Humans have two basic types of abilities: physical and cognitive. As long as machines competed with us humans merely in physical abilities, there were countless cognitive tasks that humans perfomed better. So as machines took over purely manual jobs, humans focused on jobs requiring at least some cognitive skills. Yet what will happen once algorithms outperform us in remembering, analysing and recognising patterns?",Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,4940,2017-06-24 04:56:00+00:00,
"Traditionally, life has been divided into two main parts: a period of learning followed by a period of working. Very soon this traditional model will become utterly obsolete, and the only way for humans to stay in the game will be to keep learning throughout their lives, and to reinvent themselves repeatedly. Many if not most humans may be unable to do so.",Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,5071,2017-06-24 04:56:00+00:00,
"Liberalism will collapse on the day the system knows me better than I know myself. Which is less difficult than it may sound, given that most people don’t really know themselves well.",Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,5289,2017-06-24 04:56:00+00:00,
"Humans were supposed to distil data into information, information into knowledge, and knowledge into wisdom.",Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,B019CGXTP0,,yellow,,location,5724,2017-06-24 04:56:00+00:00,
"In a commencement speech at Cal Tech in 1974, the physicist Richard Feynman told graduates, “The first principle is that you must not fool yourself—and you are the easiest person to fool.”",The Honest Truth About Dishonesty: How We Lie to Everyone--Especially Ourselves,Dan Ariely,B00CD36FF6,,yellow,,location,2081,2017-04-28 04:56:00+00:00,
"Pablo Picasso once said, “Good artists copy, great artists steal.”",The Honest Truth About Dishonesty: How We Lie to Everyone--Especially Ourselves,Dan Ariely,B00CD36FF6,,yellow,,location,2335,2017-04-28 04:56:00+00:00,
"Suckers, Swindlers, and an Ambivalent State,",The Honest Truth About Dishonesty: How We Lie to Everyone--Especially Ourselves,Dan Ariely,B00CD36FF6,,yellow,,location,2388,2017-04-28 04:56:00+00:00,
Truth and Reconciliation Commission in South Africa is an example of this kind of process.,The Honest Truth About Dishonesty: How We Lie to Everyone--Especially Ourselves,Dan Ariely,B00CD36FF6,,yellow,,location,3184,2017-04-28 04:56:00+00:00,
"Firms that sought growth by entering small, emerging markets logged twenty times the revenues of the firms pursuing growth in larger markets.",The Innovator's Dilemma: When New Technologies Cause Great Firms to Fail (Management of Innovation and Change),Clayton M. Christensen,B004OC07GM,,yellow,,location,2543,2013-08-15 04:56:00+00:00,
Small markets cannot satisfy the near-term growth requirements of big organizations.,The Innovator's Dilemma: When New Technologies Cause Great Firms to Fail (Management of Innovation and Change),Clayton M. Christensen,B004OC07GM,,yellow,,location,2632,2013-08-15 04:56:00+00:00,
Guessing the right strategy at the outset isn’t nearly as important to success as conserving enough resources (or having the relationships with trusting backers or investors) so that new business initiatives get a second or third stab at getting it right. Those that run out of resources or credibility before they can iterate toward a viable strategy are the ones that fail.,The Innovator's Dilemma: When New Technologies Cause Great Firms to Fail (Management of Innovation and Change),Clayton M. Christensen,B004OC07GM,,yellow,,location,3053,2013-08-15 04:56:00+00:00,
Join the Club: How Peer Pressure Can Transform the World,"The New Digital Age: Reshaping the Future of People, Nations and Business",Eric Schmidt and Jared Cohen,B00A7YYYE2,,yellow,,location,2235,2013-07-02 04:56:00+00:00,
"Leaders have an ethical responsibility to serve as buffers, protecting their subordinates, and a moral obligation to act from the courage of their own convictions.",One Bullet Away: The Making of a Marine Officer,Nathaniel Fick,B003K16PS2,,yellow,,location,869,2012-11-04 04:56:00+00:00,
"Near the end of IOC, our focus shifted to a Marine's most deadly weapon—his mind.",One Bullet Away: The Making of a Marine Officer,Nathaniel Fick,B003K16PS2,,yellow,,location,898,2012-11-04 04:56:00+00:00,
"I found no joy in looking at the men we'd killed, no satisfaction, no sense of victory or accomplishment. But I wasn't disturbed either. I fell back on an almost clinical detachment. The men were adults who chose to be here. I was an adult who chose to be here. They shot at us and missed. We shot at them and didn't miss. The fight was fair.",One Bullet Away: The Making of a Marine Officer,Nathaniel Fick,B003K16PS2,,yellow,,location,5015,2012-11-04 04:56:00+00:00,
Richard St. John,How To Deliver A TED Talk: Secrets Of The World’s Most Inspiring Presentations,Jeremey Donovan,B007V4530A,,yellow,,location,483,2012-09-07 04:56:00+00:00,
"A quick look at history suggests that when common sense is used for purposes beyond the everyday, it can fail spectacularly.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,412,2012-09-02 04:56:00+00:00,
"“the plan is generator; without it poverty, disorder, willfulness reign supreme.”",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,418,2012-09-02 04:56:00+00:00,
"Yet politicians, bureaucrats, architects, and regulators continue to make essentially the same mistake all the time.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,429,2012-09-02 04:56:00+00:00,
"The large scale and disruptive nature of economic and urban development plans make them especially prone to failure, but many of the same criticisms have been leveled at government plans to improve public education, reform healthcare services, manage public resources, design local regulations, or decide foreign policy.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,445,2012-09-02 04:56:00+00:00,
"all these cases, that is, a small number of people sitting in conference rooms are using their own commonsense intuition to predict, manage, or manipulate the behavior of thousands or millions of distant and diverse people whose motivations and circumstances are very different from their own.23",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,453,2012-09-02 04:56:00+00:00,
"Bad things happen not because we forget to use our common sense, but rather because the incredible effectiveness of common sense in solving the problems of everyday life causes us to put more faith in it than it can bear.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,465,2012-09-02 04:56:00+00:00,
"World Trade Center—we instinctively look for explanations. Yet because we seek to explain these events only after the fact, our explanations place far too much emphasis on what actually happened relative to what might have happened but didn’t.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,519,2012-09-02 04:56:00+00:00,
"Nevertheless, because these stories have the form of causal explanations, we treat them as if they have predictive power. In this way, we deceive ourselves into believing that we can make predictions that are impossible, even in principle.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,524,2012-09-02 04:56:00+00:00,
Austria that had galvanized support for organ donation.,Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,564,2012-09-02 04:56:00+00:00,
"if we want to understand why people do what they do, we must understand the incentives that they face, and hence their preference for one outcome versus another.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,635,2012-09-02 04:56:00+00:00,
“Are you suggesting that Shakespeare might just be a fluke of history?”,Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,951,2012-09-02 04:56:00+00:00,
"Although it is rarely presented as such, this kind of circular reasoning—X succeeded because X had the attributes of X—pervades commonsense explanations for why some things succeed and others fail.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,961,2012-09-02 04:56:00+00:00,
"Again we are going in circles, and this is no isolated example.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,979,2012-09-02 04:56:00+00:00,
"And at each level of the pyramid, we have essentially the same problem—how do you get from one “scale” of reality to the next?",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1001,2012-09-02 04:56:00+00:00,
"Knowing everything about the behavior of individual neurons, for example, would be of little help in understanding human psychology, just as a complete knowledge of particle physics would be of little use in explaining the chemistry of synapses.6",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1006,2012-09-02 04:56:00+00:00,
"Individual plants and animals interact with each other in complex ways, via prey-predator relations, symbiosis, competition, and cooperation, to produce ecosystem-level properties that cannot be understood in terms of any individual species.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1012,2012-09-02 04:56:00+00:00,
"nor do we speak of brains as if they behave like individual neurons, or ecosystems like individual creatures. That would be ridiculous. When it comes to social phenomena, however, we do speak of “social actors” like families, firms, markets, political parties, demographic segments, and nation-states as if they act in more or less the same way as the individuals that comprise them. Families, that is, “decide” where to go on vacation, firms “choose” between business strategies, and political parties “pursue” legislative agendas.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1024,2012-09-02 04:56:00+00:00,
"But being educated, civilized people, they also understand that reason and dialogue are preferable to violence.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1073,2012-09-02 04:56:00+00:00,
"Imagine, however, that in the next town over, a second crowd of students, of exactly the same size, has gathered for exactly the same reason. As unlikely as it may sound, let’s imagine that this crowd has almost exactly the same distribution of thresholds as the first one. So closely matched are these two crowds, in fact, that they differ with respect to just one person: Whereas in the first crowd each person had a unique threshold, in this one nobody has a threshold of three, and two people have a threshold of four. To an outside observer, this difference is so minute as to be undetectable. We know they’re different because we’re playing God here, but no feasible psychological test or statistical model could tell these two crowds apart. So what happens now to the crowd’s behavior? It starts out the same: Mr. Crazy leads off just as before, and his sidekick and the guy with a threshold of two join in like clockwork. But then it hits a snag, because nobody has a threshold of three. The next most susceptible individuals are the pair who both have thresholds of four; yet we have only three rioters. So the potential riot stops before it even gets started.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1100,2012-09-02 04:56:00+00:00,
"Granovetter’s riot model,",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1121,2012-09-02 04:56:00+00:00,
"cumulative advantage,",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1138,2012-09-02 04:56:00+00:00,
Bass model,Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1459,2012-09-02 04:56:00+00:00,
"The reason is simply that when influence is spread via some contagious process, the outcome depends far more on the overall structure of the network than on the properties of the individuals who trigger it.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1471,2012-09-02 04:56:00+00:00,
"In many respects, Twitter is ideally suited to this objective. Unlike Facebook, say, where people connect to one another for a multitude of reasons, the whole point of Twitter is to broadcast information to other people—your “followers”—who have explicitly indicated that they want to hear from you. Getting people to pay attention to you—influencing them, in other words—is what Twitter is all about. Second, Twitter is remarkably diverse. Many users are regular people whose followers are mostly friends interested in hearing from them. But many of the most followed users on Twitter are public figures, including bloggers, journalists, celebrities (Ashton Kutcher, Shaquille O’Neal, Oprah), media organizations such as CNN, and even government agencies and nonprofits (the Obama administration, No. 10 Downing Street, the World Economic Forum).",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1511,2012-09-02 04:56:00+00:00,
"The nice thing about these shortened URLs is that they effectively assign a unique code to every piece of content broadcast on Twitter. Thus when a user wishes to “retweet” something, it’s possible to see whom it came from originally, and thereby trace chains of diffusion across the follower graph.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1523,2012-09-02 04:56:00+00:00,
"The way we went about this exercise was to imitate what a hypothetical marketer might try to do—that is, using everything known about the attributes and past performance of a million or so individuals, to predict how influential each of them will be in the future. Based on these predictions, the marketer could then “sponsor” some group of individuals to tweet whatever information it is trying to disseminate, thereby generating a series of cascades.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1539,2012-09-02 04:56:00+00:00,
"This tendency, which psychologists call creeping determinism, is related to the better-known phenomenon of hindsight bias, the after-the-fact tendency to think that we “knew it all along.”",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1666,2012-09-02 04:56:00+00:00,
"Hindsight bias, it turns out, can be counteracted by reminding people of what they said before they knew the answer or by forcing them to keep records of their predictions.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1671,2012-09-02 04:56:00+00:00,
Creeping determinism means that we pay less attention than we should to the things that don’t happen. But we also pay too little attention to most of what does happen.,Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1678,2012-09-02 04:56:00+00:00,
"Historical explanations, in other words, are neither causal explanations nor even really descriptions—at",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,1912,2012-09-02 04:56:00+00:00,
"If the answer isn’t clear to you, you’re not alone—even mathematicians argue about what it means to assign a probability to a single event.",Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,2109,2012-09-02 04:56:00+00:00,
Watts and Dodds (2007).,Everything Is Obvious: *Once You Know the Answer,Duncan J. Watts,B004DEPHGQ,,yellow,,location,4636,2012-09-02 04:56:00+00:00,
"We cannot be taught wisdom, we have to discover it for ourselves by a journey which no one can undertake for us,",How Proust Can Change Your Life,Alain de Botton,B007BEJKMW,,yellow,,location,782,2012-05-15 04:56:00+00:00,
He told you there was no better way of proving your friendship than by accepting.’,How Proust Can Change Your Life,Alain de Botton,B007BEJKMW,,yellow,,location,1253,2012-05-15 04:56:00+00:00,
"poetry into his books, he put as much into his life.’",How Proust Can Change Your Life,Alain de Botton,B007BEJKMW,,yellow,,location,1271,2012-05-15 04:56:00+00:00,
Harvard and MIT were the hotbeds of the new ideas.,Linked: The New Science Of Networks,Albert-laszlo Barabasi and Jennifer Frangos,B004SHO570,,yellow,,location,720,2012-05-06 04:56:00+00:00,
"Many of the new ideas proved to have fallen on fertile ground in his doctoral thesis,",Linked: The New Science Of Networks,Albert-laszlo Barabasi and Jennifer Frangos,B004SHO570,,yellow,,location,721,2012-05-06 04:56:00+00:00,
"When it comes to finding a job, getting news, launching a restaurant, or spreading the latest fad, our weak social ties are more important than our cherished strong friendships.",Linked: The New Science Of Networks,Albert-laszlo Barabasi and Jennifer Frangos,B004SHO570,,yellow,,location,735,2012-05-06 04:56:00+00:00,
Weak ties play a crucial role in our ability to communicate with the outside world. Often our close friends can offer us little help in finding a job.,Linked: The New Science Of Networks,Albert-laszlo Barabasi and Jennifer Frangos,B004SHO570,,yellow,,location,751,2012-05-06 04:56:00+00:00,
"Therefore both models depict a deeply egalitarian society, whose links are ruled by the throw of a dice.",Linked: The New Science Of Networks,Albert-laszlo Barabasi and Jennifer Frangos,B004SHO570,,yellow,,location,921,2012-05-06 04:56:00+00:00,
"The truly central position in networks is reserved for those nodes that are simultaneously part of many large clusters. They are the actors who have played in very different genres during their careers. They are the Webpages that not only reference modern art, but have links to all domains of human inquiry. They are the people who regularly come into contact with people from diverse fields and social strata. They are the Erdőses of mathematics, who cannot be confined to a box, who take on with equal ease problems relevant to many subfields of science.",Linked: The New Science Of Networks,Albert-laszlo Barabasi and Jennifer Frangos,B004SHO570,,yellow,,location,1036,2012-05-06 04:56:00+00:00,
"Outside academia Pareto is best known for one of his empirical observations. An avid gardener, he noticed that 80 percent of his peas were produced by only 20 percent of the peapods.",Linked: The New Science Of Networks,Albert-laszlo Barabasi and Jennifer Frangos,B004SHO570,,yellow,,location,1102,2012-05-06 04:56:00+00:00,
"Murphy’s Law of management: 80 percent of profits are produced by only 20 percent of the employees, 80 percent of customer service problems are created by only 20 percent of consumers,",Linked: The New Science Of Networks,Albert-laszlo Barabasi and Jennifer Frangos,B004SHO570,,yellow,,location,1105,2012-05-06 04:56:00+00:00,
"Seated in front of a Ferrari, our task is to draw a picture that will allow anyone to recognize the car. Having a faithful drawing, however, doesn’t bring us any closer to understanding the processes that created the car in the first place. For that we need to know how to build one just like the original.",Linked: The New Science Of Networks,Albert-laszlo Barabasi and Jennifer Frangos,B004SHO570,,yellow,,location,1496,2012-05-06 04:56:00+00:00,
The “new kid on the block” effect appears to be present in most networks.,Linked: The New Science Of Networks,Albert-laszlo Barabasi and Jennifer Frangos,B004SHO570,,yellow,,location,1551,2012-05-06 04:56:00+00:00,
"We can assign a fitness to each node in a network, mimicking its ability to compete for links. For example, on the Web my Webpage would have a fitness of 0.00001, while Google’s would be 0.2.",Linked: The New Science Of Networks,Albert-laszlo Barabasi and Jennifer Frangos,B004SHO570,,yellow,,location,1568,2012-05-06 04:56:00+00:00,
"The links of the network turned into particles in the gas, each assigned to a given energy level. Adding a new node to the network is like adding a new energy level to the Bose gas; adding a new link to the network is the same as injecting a new Bose particle into the gas. In this mapping, complex networks are like a huge quantum gas, their links behaving like subatomic particles.",Linked: The New Science Of Networks,Albert-laszlo Barabasi and Jennifer Frangos,B004SHO570,,yellow,,location,1661,2012-05-06 04:56:00+00:00,
